user_id,time,drinking,caffeine,T-A,heart,floors,steps
11,2021-11-19 14:58:14,0,1,59.95037190209989,92,0.0,0.0
11,2021-11-19 19:11:16,0,0,51.435916317235474,78,0.0,0.0
11,2021-11-20 04:05:55,0,1,41.65942343771701,56,0.0,0.0
11,2021-11-20 08:08:23,0,0,42.02275964782534,62,0.0,0.0
11,2021-11-20 13:34:24,0,1,38.45299461620749,71,0.0,0.0
11,2021-11-20 20:29:29,0,0,43.60397850933169,79,0.0,0.0
11,2021-11-21 03:23:11,1,0,43.23518574797454,72,0.0,0.0
11,2021-11-21 10:02:15,0,0,43.03473966853007,75,0.0,0.0
11,2021-11-21 11:12:46,0,1,45.16631755477168,94,0.0,20.0
11,2021-11-21 18:48:15,0,1,40.1941932430908,76,0.0,0.0
11,2021-11-22 03:55:50,0,0,43.45346329292023,64,0.0,0.0
11,2021-11-22 07:37:36,0,0,41.67949705662157,70,0.0,0.0
11,2021-11-22 11:11:09,0,0,45.31478714334182,77,0.0,0.0
11,2021-11-22 15:11:59,0,0,50.85435765771676,88,0.0,0.0
10,2021-11-15 18:46:41,0,1,47.57464374963667,65,0.0,0.0
10,2021-11-15 23:25:38,1,0,37.939546216889454,75,0.0,51.0
10,2021-11-16 07:05:16,0,0,64.018260516447,67,0.0,0.0
10,2021-11-16 12:57:03,0,0,60.86090160499898,81,0.0,0.0
10,2021-11-16 20:52:16,0,0,46.07393164363463,79,0.0,0.0
10,2021-11-17 00:13:08,1,1,48.57142857142857,68,0.0,0.0
10,2021-11-17 07:06:27,0,0,50.0,72,0.0,0.0
10,2021-11-17 12:00:23,0,1,47.25278872102622,77,0.0,0.0
10,2021-11-17 19:18:55,0,1,45.03861061643166,78,0.0,0.0
10,2021-11-17 23:24:17,1,1,42.928932188134524,70,0.0,0.0
10,2021-11-18 07:17:36,0,0,47.57464374963667,69,0.0,0.0
10,2021-11-18 11:49:37,0,0,59.2847669088526,75,0.0,0.0
10,2021-11-18 19:48:41,0,1,47.57464374963667,73,0.0,0.0
8,2021-11-15 12:37:22,0,0,46.32088168140655,66,0.0,0.0
8,2021-11-15 20:59:19,0,0,48.83752361256181,72,0.0,0.0
8,2021-11-15 22:43:05,0,0,47.91485585942925,70,0.0,0.0
8,2021-11-16 08:02:52,0,0,48.659698845173686,51,0.0,0.0
8,2021-11-16 13:55:51,0,1,68.08970298500236,91,0.0,0.0
8,2021-11-16 19:32:12,0,1,62.37179148263483,93,0.0,0.0
8,2021-11-17 00:36:35,0,1,52.89429842116969,64,0.0,0.0
8,2021-11-17 08:28:13,0,0,50.0,57,0.0,0.0
8,2021-11-17 12:25:56,0,0,57.47435092751936,84,0.0,0.0
8,2021-11-17 21:10:57,0,1,52.98274993135946,67,0.0,0.0
8,2021-11-17 23:27:30,0,0,56.65261408165608,80,0.0,0.0
8,2021-11-18 08:17:48,0,1,59.64901281354015,60,0.0,0.0
8,2021-11-18 12:44:17,0,0,54.184848069867726,67,0.0,0.0
4,2021-11-08 13:12:36,0,1,43.082855361339256,75,0.0,0.0
4,2021-11-08 19:51:18,0,1,50.9407208683836,77,0.0,0.0
4,2021-11-08 22:27:05,0,0,49.17239411139763,83,0.0,0.0
4,2021-11-09 08:25:18,0,0,43.0885171604552,71,0.0,0.0
4,2021-11-09 12:15:48,0,1,44.33471177112935,73,0.0,0.0
4,2021-11-09 19:54:56,0,1,38.88832200992569,89,0.0,0.0
4,2021-11-10 00:14:04,0,1,44.22649730810375,75,0.0,0.0
4,2021-11-10 08:22:52,0,0,41.05572809000084,87,0.0,0.0
4,2021-11-10 12:22:20,0,1,46.10258118523021,107,0.0,0.0
4,2021-11-10 19:38:10,0,1,44.81125478337229,90,0.0,0.0
4,2021-11-11 00:11:46,0,1,44.47504742274127,71,0.0,0.0
4,2021-11-11 09:18:48,0,0,42.95238521397591,78,0.0,0.0
4,2021-11-11 12:40:35,0,1,58.20552724027144,81,0.0,0.0
4,2021-11-11 13:52:32,0,0,55.634665921170175,106,0.0,0.0
3,2021-11-05 15:48:06,0,0,55.85470924953584,65,0.0,0.0
3,2021-11-05 18:16:31,0,0,56.84394229894203,66,0.0,0.0
3,2021-11-06 00:08:39,0,0,51.47042924418761,79,0.0,103.0
3,2021-11-06 08:10:58,0,0,61.39605764596379,67,0.0,0.0
3,2021-11-06 11:30:15,0,0,63.69655840340957,67,0.0,0.0
3,2021-11-06 18:02:40,0,0,60.31690999237391,55,0.0,0.0
3,2021-11-06 22:02:19,0,0,53.93159169411212,82,0.0,0.0
3,2021-11-07 09:46:13,0,1,58.66025403784439,60,0.0,0.0
3,2021-11-07 11:54:56,0,0,50.55131784641997,64,0.0,0.0
3,2021-11-07 18:04:27,0,0,58.83961808327701,61,0.0,0.0
3,2021-11-07 22:02:31,0,0,56.783234474692016,57,0.0,0.0
3,2021-11-08 06:23:58,0,0,44.77767032132907,61,0.0,12.0
3,2021-11-08 12:50:37,0,0,67.69950030969278,71,0.0,0.0
3,2021-11-08 16:40:36,0,0,56.65261408165608,75,0.0,0.0
16,2021-11-26 14:24:30,0,1,43.64189242660258,59,0.0,0.0
16,2021-11-26 18:44:47,0,0,41.2168993434632,69,0.0,0.0
16,2021-11-26 22:53:03,1,0,40.91106740853614,67,0.0,0.0
16,2021-11-27 07:33:26,0,0,48.41223162792511,61,0.0,0.0
16,2021-11-27 11:18:52,0,1,44.31116690801284,63,0.0,0.0
16,2021-11-27 18:20:53,0,1,42.34907944323994,67,0.0,0.0
16,2021-11-27 22:04:03,0,0,41.91363062975175,58,0.0,0.0
16,2021-11-28 07:41:13,0,1,42.28545723710823,61,0.0,0.0
16,2021-11-28 11:54:03,0,1,48.34478822279527,60,0.0,0.0
16,2021-11-28 19:07:42,0,0,50.40258484111424,71,0.0,0.0
16,2021-11-28 22:48:24,0,0,47.80471480020619,64,0.0,0.0
16,2021-11-29 07:50:34,0,1,45.52786404500042,68,0.0,0.0
16,2021-11-29 11:03:01,0,1,49.57164706312188,65,0.0,0.0
16,2021-11-29 15:59:50,0,1,44.50557744205244,69,0.0,0.0
16,2021-11-29 16:03:23,0,1,44.35067317133968,67,0.0,0.0
1,2021-11-05 15:45:35,0,0,62.93548347272986,74,0.0,0.0
1,2021-11-05 18:16:16,0,1,61.54700538379252,63,0.0,0.0
1,2021-11-06 01:29:31,0,1,47.0722997811544,55,0.0,0.0
1,2021-11-06 09:51:55,0,0,64.14213562373095,68,0.0,0.0
1,2021-11-06 11:53:21,0,1,53.71390676354104,69,0.0,0.0
1,2021-11-06 18:47:39,0,0,56.03022689155527,79,0.0,0.0
1,2021-11-07 02:00:50,0,1,48.14304661822949,64,0.0,0.0
1,2021-11-07 10:29:04,0,0,48.14304661822949,71,0.0,0.0
1,2021-11-07 12:11:19,0,1,50.0,59,0.0,0.0
1,2021-11-07 18:19:34,0,0,55.32200144888794,65,0.0,0.0
1,2021-11-08 01:44:23,0,1,67.17911380774666,68,0.0,0.0
1,2021-11-08 07:21:19,0,0,50.0,63,0.0,0.0
1,2021-11-08 13:08:31,0,1,55.47722557505166,74,0.0,0.0
1,2021-11-08 18:27:37,0,0,49.39028923915031,73,0.0,7.0
15,2021-11-26 14:19:30,0,1,45.60942960041238,67,0.0,0.0
15,2021-11-26 18:07:54,0,0,39.78675640026215,60,0.0,0.0
15,2021-11-26 23:06:25,1,0,43.19548900632722,88,0.0,0.0
15,2021-11-27 07:18:37,0,0,40.627596610860486,63,0.0,0.0
15,2021-11-27 11:03:08,0,1,42.46488247797508,64,0.0,0.0
15,2021-11-27 18:03:33,0,1,40.36661759529552,59,0.0,0.0
15,2021-11-27 22:18:59,0,0,42.72393124891001,63,0.0,0.0
15,2021-11-28 06:35:00,0,0,41.109991109986666,58,0.0,0.0
15,2021-11-28 11:16:33,0,1,43.31006391994328,61,0.0,0.0
15,2021-11-28 18:28:31,0,1,41.57299028399616,90,0.0,0.0
15,2021-11-28 22:35:55,1,0,44.15793762163014,67,0.0,0.0
15,2021-11-29 06:34:12,0,1,39.30955032350303,59,0.0,0.0
15,2021-11-29 11:46:40,0,1,41.52001695994912,65,0.0,0.0
15,2021-11-29 15:42:13,0,1,40.06849395677124,72,0.0,0.0
9,2021-11-15 18:46:42,0,1,55.12989176042577,79,0.0,0.0
9,2021-11-15 22:21:58,0,0,44.16540034008422,75,0.0,0.0
9,2021-11-16 08:46:20,0,0,59.11322376865768,76,0.0,0.0
9,2021-11-16 11:39:25,0,0,54.93417434417882,127,3.0,77.0
9,2021-11-16 19:31:56,0,0,51.93347297809133,80,0.0,0.0
9,2021-11-17 00:47:56,0,1,46.46446609406726,77,0.0,0.0
9,2021-11-17 09:02:47,0,0,61.35549947915337,84,0.0,0.0
9,2021-11-17 11:50:13,0,0,47.671267835836886,113,0.0,0.0
9,2021-11-17 22:22:37,0,0,42.02275964782535,89,0.0,0.0
9,2021-11-18 09:43:16,0,0,58.66921446863011,78,0.0,0.0
9,2021-11-18 11:27:21,0,0,55.22232967867093,95,0.0,0.0
9,2021-11-18 21:43:22,1,0,47.74506191599151,94,0.0,0.0
18,2021-12-06 21:29:06,0,0,58.7959320741256,73,0.0,0.0
18,2021-12-06 22:52:12,0,0,44.97668985032647,68,0.0,0.0
18,2021-12-07 07:24:59,0,0,59.83130049483584,77,0.0,0.0
18,2021-12-07 12:13:02,0,0,54.55557203470192,76,0.0,0.0
18,2021-12-07 22:02:26,0,0,58.48841271676067,71,0.0,0.0
18,2021-12-07 22:06:43,0,0,51.38232703275227,70,0.0,0.0
18,2021-12-08 08:29:53,0,0,56.96970946990452,78,0.0,0.0
18,2021-12-08 16:20:50,0,1,55.94396292956843,94,0.0,0.0
18,2021-12-08 18:40:01,0,0,44.52656358180106,65,0.0,0.0
18,2021-12-08 23:36:10,0,0,44.15793762163014,73,0.0,0.0
18,2021-12-09 07:01:36,0,0,56.56204984899082,65,0.0,0.0
18,2021-12-09 13:21:50,0,0,57.38817655706927,98,0.0,0.0
18,2021-12-09 18:28:13,0,0,54.596026981431166,73,0.0,0.0
18,2021-12-10 01:26:20,1,0,56.500836066631535,83,0.0,0.0
5,2021-11-10 14:53:44,0,0,51.18124884643724,78,0.0,0.0
5,2021-11-10 19:54:51,0,0,49.39028923915031,94,0.0,0.0
5,2021-11-10 22:32:51,0,0,45.52786404500042,76,0.0,0.0
5,2021-11-11 06:28:52,0,0,45.61447627675807,67,0.0,0.0
5,2021-11-11 13:52:30,0,0,46.69686052553988,88,0.0,0.0
5,2021-11-11 18:55:23,0,0,55.83459965991578,88,0.0,0.0
5,2021-11-12 02:08:09,0,0,57.26752374667264,71,0.0,0.0
5,2021-11-12 06:34:28,0,0,57.537783614444095,96,0.0,0.0
5,2021-11-12 08:31:04,0,0,44.52277442494834,94,0.0,0.0
5,2021-11-12 11:52:42,0,0,44.52277442494834,79,0.0,0.0
5,2021-11-12 18:10:47,0,1,43.47270087993381,84,0.0,0.0
5,2021-11-13 00:41:04,0,0,45.52786404500042,84,0.0,0.0
5,2021-11-13 11:07:30,0,1,45.52786404500042,82,0.0,0.0
5,2021-11-13 16:29:36,0,0,44.83899770388921,75,0.0,0.0
12,2021-11-19 11:37:37,0,0,42.57218647291792,79,0.0,0.0
12,2021-11-19 18:04:06,0,0,42.15535459447264,85,0.0,0.0
12,2021-11-19 22:53:47,0,0,48.94000211999364,85,0.0,0.0
12,2021-11-20 09:01:09,0,1,39.43458912409251,84,0.0,0.0
12,2021-11-20 11:04:35,0,0,43.833301611552216,84,0.0,0.0
12,2021-11-20 18:04:50,0,0,44.43109901076989,83,0.0,0.0
12,2021-11-20 22:04:06,0,0,52.91729982995789,106,0.0,0.0
12,2021-11-21 06:22:53,0,0,48.03883864861816,112,0.0,0.0
12,2021-11-21 16:04:17,0,0,49.14564234228324,90,0.0,0.0
12,2021-11-21 18:04:36,0,0,50.0,74,0.0,0.0
12,2021-11-21 22:24:20,0,0,42.07594184306939,101,0.0,0.0
12,2021-11-22 11:46:37,0,0,45.03861061643166,86,0.0,0.0
12,2021-11-22 11:56:50,0,0,49.45846963892612,92,0.0,0.0
14,2021-11-21 13:22:53,0,1,44.43141182058445,83,0.0,0.0
14,2021-11-21 19:13:10,0,0,45.63564219528016,81,0.0,0.0
14,2021-11-22 06:56:47,0,0,42.15535459447264,100,0.0,0.0
14,2021-11-22 06:58:27,0,0,42.275401532273456,107,0.0,23.0
14,2021-11-22 11:03:37,0,1,43.833735840217926,73,0.0,0.0
14,2021-11-22 20:37:40,0,1,43.50480947161671,68,0.0,0.0
14,2021-11-22 22:02:03,0,0,41.8076807948096,70,0.0,0.0
14,2021-11-23 06:26:31,0,0,44.133678549602834,84,0.0,0.0
14,2021-11-23 11:53:58,0,0,44.2168506803376,93,0.0,0.0
14,2021-11-23 18:02:08,0,1,44.52277442494834,69,0.0,0.0
14,2021-11-23 22:02:05,0,0,44.67799855111206,73,0.0,0.0
14,2021-11-24 07:14:45,0,0,44.3019711770181,98,0.0,0.0
14,2021-11-24 11:01:43,0,1,44.52277442494834,78,0.0,0.0
14,2021-11-24 15:24:53,0,0,44.039604393207306,86,0.0,0.0
13,2021-11-21 13:22:02,0,1,43.056861565924166,67,0.0,0.0
13,2021-11-21 21:26:22,1,1,43.4008798240391,78,0.0,0.0
13,2021-11-22 06:13:30,0,1,45.29639565808201,61,0.0,28.0
13,2021-11-22 13:17:25,0,1,47.09071317274144,61,0.0,0.0
13,2021-11-22 21:08:34,0,1,45.49576696361096,63,0.0,0.0
13,2021-11-23 06:14:30,0,0,45.6806578720932,63,0.0,12.0
13,2021-11-23 12:17:46,0,1,45.55928459304649,69,0.0,0.0
13,2021-11-23 19:20:25,0,1,44.58998219199541,68,0.0,0.0
13,2021-11-23 22:02:43,0,1,43.87627564304206,67,0.0,0.0
13,2021-11-24 08:37:40,0,0,47.66450316751544,73,0.0,0.0
13,2021-11-24 11:17:13,0,1,53.88378666801893,68,0.0,0.0
13,2021-11-24 15:09:05,0,1,50.0,110,0.0,106.0
13,2021-11-24 15:28:09,0,1,43.416890177585245,76,0.0,0.0
7,2021-11-13 10:25:17,0,0,44.55011649404586,78,0.0,0.0
7,2021-11-13 18:50:24,0,0,51.40952295720482,79,0.0,0.0
7,2021-11-13 22:03:12,0,0,47.46151342703067,74,0.0,0.0
7,2021-11-14 06:52:11,0,0,40.921587009967965,73,0.0,0.0
7,2021-11-14 11:56:24,0,0,43.31846895218939,76,0.0,0.0
7,2021-11-14 18:51:24,0,0,45.28811769434069,78,0.0,0.0
7,2021-11-15 00:01:07,1,0,42.73726960797437,77,0.0,0.0
7,2021-11-15 06:05:27,0,0,60.5999788000636,84,0.0,0.0
7,2021-11-15 11:59:39,0,0,44.16694718146759,86,0.0,12.0
7,2021-11-15 18:01:28,0,0,48.94785406425216,70,0.0,0.0
7,2021-11-16 05:27:05,0,0,46.82446325585022,93,0.0,0.0
7,2021-11-16 05:28:32,0,0,53.90371028799833,93,0.0,0.0
7,2021-11-16 13:16:15,0,0,43.31846895218939,70,0.0,0.0
2,2021-11-05 15:47:47,0,0,42.57218647291793,75,0.0,0.0
2,2021-11-05 18:36:46,0,0,45.52786404500042,71,0.0,0.0
2,2021-11-06 01:23:27,0,0,44.63171872904981,82,0.0,0.0
2,2021-11-06 10:37:53,0,0,42.07594184306939,65,0.0,0.0
2,2021-11-06 13:11:52,0,0,48.43826238111394,81,0.0,0.0
2,2021-11-06 20:58:02,0,1,43.07179676972449,80,0.0,0.0
2,2021-11-07 02:05:41,0,1,45.52786404500042,63,0.0,0.0
2,2021-11-07 10:38:17,0,0,45.52786404500042,63,0.0,0.0
2,2021-11-07 13:16:00,0,0,45.52786404500042,80,0.0,37.0
2,2021-11-08 01:24:29,0,1,45.52786404500042,60,0.0,0.0
2,2021-11-08 08:50:08,0,0,50.7881104062391,81,0.0,0.0
2,2021-11-08 15:27:05,0,1,50.314192111803344,76,0.0,0.0
2,2021-11-08 18:26:43,0,0,45.52786404500042,88,0.0,9.0
6,2021-11-12 06:02:49,1,0,60.3169099923739,90,0.0,0.0
6,2021-11-12 12:01:10,0,0,45.6806578720932,109,0.0,0.0
6,2021-11-12 18:03:08,0,0,55.61489925074877,77,0.0,0.0
6,2021-11-12 22:02:03,0,0,51.77704663327728,83,0.0,0.0
6,2021-11-13 09:54:07,0,0,48.596275187312806,68,0.0,0.0
6,2021-11-13 12:18:29,0,0,42.3152672063216,63,0.0,0.0
6,2021-11-13 19:36:53,0,0,59.5577900872195,76,0.0,0.0
6,2021-11-13 22:42:28,0,0,51.469106320623176,72,0.0,0.0
6,2021-11-14 09:48:39,0,0,55.33113989983183,60,0.0,0.0
6,2021-11-14 12:06:52,0,0,60.0,74,0.0,0.0
6,2021-11-14 19:57:43,0,0,59.97054485501582,77,0.0,0.0
6,2021-11-14 23:47:00,0,0,56.76481425202546,72,0.0,0.0
6,2021-11-15 09:43:32,0,0,53.27978232685552,66,0.0,0.0
17,2021-11-26 15:18:03,0,1,60.94540909230988,71,0.0,0.0
17,2021-11-26 18:38:16,0,0,52.25493808400849,63,0.0,0.0
17,2021-11-26 21:36:53,1,1,45.52786404500042,67,0.0,0.0
17,2021-11-27 06:45:58,0,0,70.13995972012083,65,0.0,0.0
17,2021-11-27 11:18:56,0,0,59.86666070043373,64,0.0,0.0
17,2021-11-27 18:23:30,0,0,50.85435765771676,63,0.0,0.0
17,2021-11-27 22:02:35,1,0,45.52786404500042,57,0.0,0.0
17,2021-11-28 07:15:25,0,0,51.96116135138184,68,0.0,0.0
17,2021-11-28 11:45:55,0,0,55.773502691896255,82,0.0,0.0
17,2021-11-28 18:18:48,0,0,59.89949493661167,80,0.0,0.0
17,2021-11-28 22:04:13,0,0,45.52786404500042,55,0.0,0.0
17,2021-11-29 06:44:03,0,0,53.01511344577764,61,0.0,0.0
17,2021-11-29 11:25:59,0,0,62.37436867076458,70,0.0,0.0
17,2021-11-29 16:01:56,0,0,62.24744871391589,77,0.0,0.0
